STATE_CD,LAND_USE,OWN_CD,POINT_COUNT,OWN_ID,RESPONSE,ACRES_FOREST,OWN_TYPE,HOME,OBJECTIVE_TIMBER,OWNER_AGE
1,1,45,1,636,0,,,,,
1,1,45,1,637,0,,,,,
1,1,45,1,638,0,,,,,
1,1,45,1,639,0,,,,,
1,1,45,1,640,0,,,,,
1,1,45,1,641,0,,,,,
1,1,45,1,642,0,,,,,
1,1,45,1,643,0,,,,,
1,1,45,1,644,0,,,,,
1,1,45,1,645,0,,,,,
1,1,45,1,646,0,,,,,
1,1,45,1,647,0,,,,,
1,1,45,1,648,0,,,,,
1,1,45,1,649,0,,,,,
1,1,45,1,650,0,,,,,
1,1,45,1,651,0,,,,,
1,1,45,1,652,0,,,,,
1,1,45,1,653,0,,,,,
1,1,45,1,654,0,,,,,
1,1,45,1,655,0,,,,,
1,1,45,1,656,0,,,,,
1,1,45,1,657,0,,,,,
1,1,45,1,658,0,,,,,
1,1,45,1,659,0,,,,,
1,1,45,1,660,0,,,,,
1,1,45,1,661,0,,,,,
1,1,45,1,662,0,,,,,
1,1,45,1,663,0,,,,,
1,1,45,1,664,0,,,,,
1,1,45,1,665,0,,,,,
1,1,45,1,666,0,,,,,
1,1,45,1,667,0,,,,,
1,1,45,1,668,0,,,,,
1,1,45,1,669,0,,,,,
1,1,45,1,670,0,,,,,
1,1,45,1,671,0,,,,,
1,1,45,1,672,0,,,,,
1,1,45,1,673,0,,,,,
1,1,45,1,674,0,,,,,
1,1,45,1,675,0,,,,,
1,1,45,1,676,0,,,,,
1,1,45,1,677,0,,,,,
1,1,45,1,678,0,,,,,
1,1,45,1,679,0,,,,,
1,1,45,1,680,0,,,,,
1,1,45,1,681,0,,,,,
1,1,45,1,682,0,,,,,
1,1,45,1,683,0,,,,,
1,1,45,1,684,0,,,,,
1,1,45,1,685,0,,,,,
1,1,45,1,686,0,,,,,
1,1,45,1,687,0,,,,,
1,1,45,1,688,0,,,,,
1,1,45,1,689,0,,,,,
1,1,45,1,690,0,,,,,
1,1,45,1,691,0,,,,,
1,1,45,1,692,0,,,,,
1,1,45,1,693,0,,,,,
1,1,45,1,694,0,,,,,
1,1,45,1,695,0,,,,,
1,1,45,1,696,0,,,,,
1,1,45,1,697,0,,,,,
1,1,45,1,698,0,,,,,
1,1,45,1,699,0,,,,,
1,1,45,1,700,0,,,,,
1,1,45,1,701,0,,,,,
1,1,45,1,702,0,,,,,
1,1,45,1,703,0,,,,,
1,1,45,1,704,0,,,,,
1,1,45,1,705,0,,,,,
1,1,45,1,706,0,,,,,
1,1,45,1,707,0,,,,,
1,1,45,1,708,0,,,,,
1,1,45,1,709,0,,,,,
1,1,45,1,710,0,,,,,
1,1,45,1,711,0,,,,,
1,1,45,1,712,0,,,,,
1,1,45,1,713,0,,,,,
1,1,45,1,714,0,,,,,
1,1,45,1,715,0,,,,,
1,1,45,1,716,0,,,,,
1,1,45,1,717,0,,,,,
1,1,45,1,718,0,,,,,
1,1,45,1,719,0,,,,,
1,1,45,1,720,0,,,,,
1,1,45,1,721,0,,,,,
1,1,45,1,722,0,,,,,
1,1,45,1,723,0,,,,,
1,1,45,1,724,0,,,,,
1,1,45,1,725,0,,,,,
1,1,45,1,726,0,,,,,
1,1,45,1,727,0,,,,,
1,1,45,1,728,0,,,,,
1,1,45,1,729,0,,,,,
1,1,45,1,730,0,,,,,
1,1,45,1,731,0,,,,,
1,1,45,1,732,0,,,,,
1,1,45,1,733,0,,,,,
1,1,45,1,734,0,,,,,
1,1,45,1,735,0,,,,,
1,1,45,1,736,0,,,,,
1,1,45,1,737,0,,,,,
1,1,45,1,738,0,,,,,
1,1,45,1,739,0,,,,,
1,1,45,1,740,0,,,,,
1,1,45,1,741,0,,,,,
1,1,45,1,742,0,,,,,
1,1,45,1,743,0,,,,,
1,1,45,1,744,0,,,,,
1,1,45,1,745,0,,,,,
1,1,45,1,746,0,,,,,
1,1,45,1,747,0,,,,,
1,1,45,1,748,0,,,,,
1,1,45,1,749,0,,,,,
1,1,45,1,750,0,,,,,
1,1,45,1,751,0,,,,,
1,1,45,1,752,0,,,,,
1,1,45,1,753,0,,,,,
1,1,45,1,754,0,,,,,
1,1,45,1,755,0,,,,,
1,1,45,1,756,0,,,,,
1,1,45,1,757,0,,,,,
1,1,45,1,758,0,,,,,
1,1,45,1,759,0,,,,,
1,1,45,1,760,0,,,,,
1,1,45,1,761,0,,,,,
1,1,45,1,762,0,,,,,
1,1,45,1,763,0,,,,,
1,1,45,1,764,0,,,,,
1,1,45,1,765,0,,,,,
1,1,45,1,766,0,,,,,
1,1,45,1,767,0,,,,,
1,1,45,1,768,0,,,,,
1,1,45,1,769,0,,,,,
1,1,45,1,770,0,,,,,
1,1,45,1,771,0,,,,,
1,1,45,1,772,0,,,,,
1,1,45,1,773,0,,,,,
1,1,45,1,774,0,,,,,
1,1,45,1,775,0,,,,,
1,1,45,1,776,0,,,,,
1,1,45,1,777,0,,,,,
1,1,45,1,778,0,,,,,
1,1,45,1,779,0,,,,,
1,1,45,1,780,0,,,,,
1,2,-1,1217,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,2,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,41,1,-1,,,,,,
2,1,42,1,-1,,,,,,
2,1,42,1,-1,,,,,,
2,1,42,1,-1,,,,,,
2,1,42,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,43,1,-1,,,,,,
2,1,45,1,781,0,,,,,
2,1,45,1,782,0,,,,,
2,1,45,1,783,0,,,,,
2,1,45,1,784,0,,,,,
2,1,45,1,785,0,,,,,
2,1,45,1,786,0,,,,,
2,1,45,1,787,0,,,,,
2,1,45,1,788,0,,,,,
2,1,45,1,789,0,,,,,
2,1,45,1,790,1,1,2,1,8,68
2,1,45,1,791,1,2,1,1,2,57
2,1,45,1,792,1,6,3,0,3,-1
2,1,45,1,793,1,8,3,0,5,44
2,1,45,1,794,1,10,2,1,3,78
2,1,45,1,795,1,10,1,1,1,80
2,1,45,1,796,1,10,2,1,2,51
2,1,45,1,797,1,13,2,1,1,57
2,1,45,1,798,1,15,2,1,4,70
2,1,45,1,799,1,17,4,0,5,-1
2,1,45,1,800,1,18,2,1,8,60
2,1,45,1,801,1,18,2,1,3,63
2,1,45,1,802,1,18,1,0,2,49
2,1,45,1,803,1,25,2,1,-1,76
2,1,45,1,804,1,25,2,1,1,-1
2,1,45,1,805,1,25,2,0,5,74
2,1,45,1,806,1,25,1,1,1,54
2,1,45,1,807,1,30,3,1,1,-1
2,1,45,1,808,1,30,5,0,8,88
2,1,45,1,809,1,30,1,0,-1,-1
2,1,45,1,810,1,30,1,0,5,62
2,1,45,1,811,1,31,2,0,1,62
2,1,45,1,812,1,35,3,0,2,61
2,1,45,1,813,1,36,1,0,3,76
2,1,45,1,814,1,37,1,1,5,46
2,1,45,1,815,1,38,1,1,-1,-1
2,1,45,1,816,1,38,3,1,2,53
2,1,45,1,817,1,38,-1,-1,-1,77
2,1,45,1,818,1,40,1,0,1,-1
2,1,45,1,819,1,40,3,1,2,84
2,1,45,1,820,1,40,2,0,1,-1
2,1,45,1,821,1,40,1,0,4,73
2,1,45,1,822,1,42,1,1,2,-1
2,1,45,1,823,1,44,3,1,3,-1
2,1,45,1,824,1,46,1,0,4,72
2,1,45,1,825,1,50,2,1,1,62
2,1,45,1,826,1,50,2,0,1,-1
2,1,45,1,827,1,53,1,0,1,64
2,1,45,1,828,1,56,2,-1,-1,73
2,1,45,1,829,1,59,1,0,3,60
2,1,45,1,830,1,60,2,0,3,55
2,1,45,1,831,1,60,3,8,5,71
2,1,45,1,832,1,60,2,0,5,77
2,1,45,1,833,1,60,5,1,8,65
2,1,45,1,834,1,63,1,1,2,76
2,1,45,1,835,1,64,2,0,5,-1
2,1,45,1,836,1,65,1,1,1,-1
2,1,45,1,837,1,70,1,1,2,77
2,1,45,1,838,1,75,1,1,4,-1
2,1,45,1,839,1,75,4,0,5,73
2,1,45,1,840,1,80,3,0,4,-1
2,1,45,1,841,1,80,2,1,4,77
2,1,45,1,842,1,85,3,1,4,39
2,1,45,1,843,1,85,3,0,5,71
2,1,45,1,844,1,87,1,1,2,28
2,1,45,1,845,1,90,1,0,1,74
2,1,45,1,846,1,95,2,0,3,54
2,1,45,1,847,1,98,2,1,3,58
2,1,45,1,848,1,100,1,1,2,69
2,1,45,1,849,1,100,1,0,5,73
2,1,45,1,850,1,100,4,0,3,-1
2,1,45,1,851,1,102,1,1,3,53
2,1,45,1,852,1,110,1,0,4,-1
2,1,45,1,853,1,112,2,1,5,83
2,1,45,1,854,1,117,2,0,4,46
2,1,45,1,855,1,120,2,1,4,-1
2,1,45,1,856,1,122,2,1,5,84
2,1,45,1,857,1,125,1,0,4,86
2,1,45,1,858,1,132,1,1,3,75
2,1,45,1,859,1,139,2,0,5,54
2,1,45,1,860,1,140,1,0,5,79
2,1,45,1,861,1,142,2,0,5,71
2,1,45,1,862,1,145,1,1,3,68
2,1,45,1,863,1,149,2,1,5,69
2,1,45,1,864,1,150,2,1,3,-1
2,1,45,1,865,1,150,2,1,2,-1
2,1,45,1,866,1,150,1,0,5,55
2,1,45,1,867,1,150,3,1,5,84
2,1,45,1,868,1,150,1,0,8,69
2,1,45,1,869,1,150,3,0,4,52
2,1,45,1,870,1,155,-1,-1,-1,59
2,1,45,1,871,1,169,2,1,4,77
2,1,45,1,872,1,170,1,1,-1,-1
2,1,45,1,873,1,170,3,0,5,52
2,1,45,1,874,1,180,2,0,4,-1
2,1,45,1,875,1,188,1,0,1,-1
2,1,45,1,876,1,195,2,0,3,75
2,1,45,1,877,1,200,1,0,4,-1
2,1,45,1,878,1,200,5,0,5,60
2,1,45,1,879,1,200,2,0,3,55
2,1,45,1,880,1,200,3,0,2,65
2,1,45,1,881,1,200,2,1,3,62
2,1,45,1,882,1,200,3,1,1,-1
2,1,45,1,883,1,220,1,0,5,73
2,1,45,1,884,1,227,2,1,5,72
2,1,45,1,885,1,236,2,1,5,75
2,1,45,1,886,1,245,3,1,4,53
2,1,45,1,887,1,249,3,0,5,67
2,1,45,1,888,1,250,2,1,5,77
2,1,45,1,889,1,250,4,1,1,-1
2,1,45,1,890,1,250,2,1,5,64
2,1,45,1,891,1,253,2,1,5,72
2,1,45,1,892,1,257,3,1,2,54
2,1,45,1,893,1,269,2,0,5,52
2,1,45,1,894,1,270,2,1,5,75
2,1,45,1,895,1,270,2,0,4,81
2,1,45,1,896,1,280,2,8,3,74
2,1,45,1,897,1,280,1,0,5,81
2,1,45,1,898,1,280,1,1,5,62
2,1,45,1,899,1,290,3,0,5,60
2,1,45,1,900,1,300,1,1,4,67
2,1,45,1,901,1,300,1,0,4,76
2,1,45,1,902,1,300,2,1,4,-1
2,1,45,1,903,1,320,3,1,4,83
2,1,45,1,904,1,321,1,1,3,-1
2,1,45,1,905,1,342,3,1,5,-1
2,1,45,1,906,1,358,5,0,2,68
2,1,45,1,907,1,364,4,0,5,-1
2,1,45,1,908,1,375,2,0,5,82
2,1,45,1,909,1,393,3,0,5,73
2,1,45,1,910,1,430,2,0,5,70
2,1,45,1,911,1,440,2,1,5,70
2,1,45,1,912,1,446,1,0,5,-1
2,1,45,1,913,1,449,2,1,5,79
2,1,45,1,914,1,450,3,0,4,65
2,1,45,1,915,1,470,2,1,5,65
2,1,45,1,916,1,470,3,0,3,57
2,1,45,1,917,1,480,1,1,5,86
2,1,45,1,918,1,500,1,0,5,76
2,1,45,1,919,1,500,4,1,5,46
2,1,45,1,920,1,500,1,1,5,83
2,1,45,1,921,1,565,2,1,5,77
2,1,45,1,922,1,600,1,1,4,70
2,1,45,1,923,1,600,1,0,-1,59
2,1,45,1,924,1,650,2,0,5,59
2,1,45,1,925,1,654,5,0,5,73
2,1,45,2,926,1,695,2,0,5,85
2,1,45,1,927,1,700,5,1,5,85
2,1,45,1,928,1,700,1,0,3,65
2,1,45,1,929,1,720,2,-1,-1,-1
2,1,45,1,930,1,750,-1,0,8,71
2,1,45,1,931,1,750,-1,-1,-1,81
2,1,45,1,932,1,784,2,0,3,61
2,1,45,1,933,1,800,4,0,3,66
2,1,45,1,934,1,800,3,0,5,70
2,1,45,1,935,1,825,5,1,5,-1
2,1,45,1,936,1,840,1,0,5,85
2,1,45,1,937,1,840,5,0,4,57
2,1,45,1,938,1,840,1,0,4,65
2,1,45,1,939,1,840,2,1,5,75
2,1,45,1,940,1,840,2,-1,4,77
2,1,45,1,941,1,850,2,0,5,64
2,1,45,1,942,1,900,5,1,4,52
2,1,45,1,943,1,900,3,1,2,76
2,1,45,1,944,1,927,2,0,5,70
2,1,45,1,945,1,950,4,0,4,66
2,1,45,1,946,1,960,1,0,5,58
2,1,45,1,947,1,1000,4,0,5,64
2,1,45,1,948,1,1032,4,1,4,54
2,1,45,1,949,1,1050,1,0,4,76
2,1,45,1,950,1,1064,3,0,5,54
2,1,45,1,951,1,1090,2,1,5,70
2,1,45,1,952,1,1150,2,0,4,68
2,1,45,1,953,1,1166,5,0,5,68
2,1,45,1,954,1,1200,3,0,5,65
2,1,45,1,955,1,1200,4,1,5,61
2,1,45,1,956,1,1250,1,0,5,71
2,1,45,1,957,1,1500,4,1,4,81
2,1,45,1,958,1,1600,5,1,3,47
2,1,45,1,959,1,1600,2,1,4,67
2,1,45,1,960,1,1700,4,0,3,75
2,1,45,1,961,1,1800,1,1,5,-1
2,1,45,1,962,1,1800,4,1,5,72
2,1,45,1,963,1,1900,5,0,5,70
2,1,45,1,964,1,1900,4,1,4,76
2,1,45,1,965,1,1941,4,1,4,75
2,1,45,1,966,1,2000,3,1,5,73
2,1,45,1,967,1,2200,4,1,5,82
2,1,45,1,968,1,2300,2,1,4,48
2,1,45,1,969,1,2500,2,1,5,-1
2,1,45,1,970,1,2500,1,0,5,63
2,1,45,1,971,1,2651,1,1,5,60
2,1,45,1,972,1,2800,2,1,5,70
2,1,45,1,973,1,2800,2,0,5,58
2,1,45,2,974,1,3200,1,1,5,48
2,1,45,1,975,1,3400,1,0,5,61
2,1,45,1,976,1,3593,1,1,5,68
2,1,45,1,977,1,4000,-1,-1,-1,78
2,1,45,1,978,1,4000,5,1,4,-1
2,1,45,1,979,1,4900,5,1,5,78
2,1,45,1,980,1,6500,7,1,5,40
2,1,45,1,981,1,9700,4,1,4,77
2,1,45,3,982,1,10560,3,0,5,78
2,1,45,1,983,1,11210,5,1,5,-1
2,1,45,1,984,1,11856,5,0,5,63
2,1,45,1,985,1,14550,5,0,5,45
2,1,45,1,986,1,14700,4,0,5,-1
2,1,45,1,987,1,21900,5,0,5,46
2,1,45,1,988,1,29000,3,0,4,-1
2,1,45,2,989,1,30000,7,1,5,36
2,1,45,1,990,0,,,,,
2,1,45,1,991,0,,,,,
2,1,45,1,992,0,,,,,
2,1,45,1,993,0,,,,,
2,1,45,1,994,0,,,,,
2,1,45,1,995,0,,,,,
2,1,45,1,996,0,,,,,
2,1,45,1,997,0,,,,,
2,1,45,1,998,0,,,,,
2,1,45,1,999,0,,,,,
2,1,45,1,1000,0,,,,,
2,1,45,1,1001,0,,,,,
2,1,45,1,1002,0,,,,,
2,1,45,1,1003,0,,,,,
2,1,45,1,1004,0,,,,,
2,1,45,1,1005,0,,,,,
2,1,45,1,1006,0,,,,,
2,1,45,1,1007,0,,,,,
2,1,45,1,1008,0,,,,,
2,1,45,1,1009,0,,,,,
2,1,45,1,1010,0,,,,,
2,1,45,1,1011,0,,,,,
2,1,45,1,1012,0,,,,,
2,1,45,1,1013,0,,,,,
2,1,45,1,1014,0,,,,,
2,1,45,1,1015,0,,,,,
2,1,45,1,1016,0,,,,,
2,1,45,1,1017,0,,,,,
2,1,45,1,1018,0,,,,,
2,1,45,1,1019,0,,,,,
2,1,45,1,1020,0,,,,,
2,1,45,1,1021,0,,,,,
2,1,45,1,1022,0,,,,,
2,1,45,1,1023,0,,,,,
2,1,45,1,1024,0,,,,,
2,1,45,1,1025,0,,,,,
2,1,45,1,1026,0,,,,,
2,1,45,1,1027,0,,,,,
2,1,45,1,1028,0,,,,,
2,1,45,1,1029,0,,,,,
2,1,45,1,1030,0,,,,,
2,1,45,1,1031,0,,,,,
2,1,45,1,1032,0,,,,,
2,1,45,1,1033,0,,,,,
2,1,45,1,1034,0,,,,,
2,1,45,1,1035,0,,,,,
2,1,45,1,1036,0,,,,,
2,1,45,1,1037,0,,,,,
2,1,45,1,1038,0,,,,,
2,1,45,1,1039,0,,,,,
2,1,45,1,1040,0,,,,,
2,1,45,1,1041,0,,,,,
2,1,45,1,1042,0,,,,,
2,1,45,1,1043,0,,,,,
2,1,45,1,1044,0,,,,,
2,1,45,1,1045,0,,,,,
2,1,45,1,1046,0,,,,,
2,1,45,1,1047,0,,,,,
2,1,45,1,1048,0,,,,,
2,1,45,1,1049,0,,,,,
2,1,45,1,1050,0,,,,,
2,1,45,1,1051,0,,,,,
2,1,45,1,1052,0,,,,,
2,1,45,1,1053,0,,,,,
2,1,45,1,1054,0,,,,,
2,1,45,1,1055,0,,,,,
2,1,45,1,1056,0,,,,,
2,1,45,1,1057,0,,,,,
2,1,45,1,1058,0,,,,,
2,1,45,1,1059,0,,,,,
2,1,45,1,1060,0,,,,,
2,1,45,1,1061,0,,,,,
2,1,45,1,1062,0,,,,,
2,1,45,1,1063,0,,,,,
2,1,45,1,1064,0,,,,,
2,1,45,1,1065,0,,,,,
2,1,45,1,1066,0,,,,,
2,1,45,1,1067,0,,,,,
2,1,45,1,1068,0,,,,,
